设备类型：XXX
测量单元名称：呼叫会话统计
服务名,实例,可信度,不可信原因,测量开始时间,测量结束时间,周期(分钟),呼叫请求次数,呼叫请求成功次数,呼叫请求失败次数,呼叫成功率,呼叫失败率,统计峰值,最大并发,x业务请求次数,x业务请求成功次数,x业务请求失败次数
Media-FW,media-node-01,可信,,2026-09-05 19:40:00,2026-09-05 19:45:00,5,1269,1262,7,99.45,0.55,370,236,878,871,7
IMS-Core,ims-node-01,可信,,2026-09-05 19:45:00,2026-09-05 19:50:00,5,973,968,5,99.49,0.51,287,182,614,607,7
IMS-Core,ims-node-02,可信,,2026-09-05 19:45:00,2026-09-05 19:50:00,5,1074,1068,6,99.44,0.56,302,191,693,690,3
Access-GW,access-node-01,可信,,2026-09-05 19:45:00,2026-09-05 19:50:00,5,1067,1060,7,99.34,0.66,323,206,710,704,6
Access-GW,access-node-02,可信,,2026-09-05 19:45:00,2026-09-05 19:50:00,5,1094,1087,7,99.36,0.64,341,219,746,744,2
SBC,sbc-node-01,可信,,2026-09-05 19:45:00,2026-09-05 19:50:00,5,1213,1205,8,99.34,0.66,356,227,835,830,5
Media-FW,media-node-01,可信,,2026-09-05 19:45:00,2026-09-05 19:50:00,5,1300,1292,8,99.38,0.62,372,238,905,904,1
IMS-Core,ims-node-01,可信,,2026-09-05 19:50:00,2026-09-05 19:55:00,5,1003,997,6,99.40,0.60,289,184,571,570,1
IMS-Core,ims-node-02,可信,,2026-09-05 19:50:00,2026-09-05 19:55:00,5,1105,1099,6,99.46,0.54,305,193,650,646,4
Access-GW,access-node-01,可信,,2026-09-05 19:50:00,2026-09-05 19:55:00,5,1095,1088,7,99.36,0.64,324,207,666,659,7
Access-GW,access-node-02,可信,,2026-09-05 19:50:00,2026-09-05 19:55:00,5,1121,1114,7,99.38,0.62,343,220,701,698,3
SBC,sbc-node-01,可信,,2026-09-05 19:50:00,2026-09-05 19:55:00,5,1242,1234,8,99.36,0.64,358,229,791,785,6
Media-FW,media-node-01,可信,,2026-09-05 19:50:00,2026-09-05 19:55:00,5,1329,1321,8,99.40,0.60,374,239,862,860,2
IMS-Core,ims-node-01,可信,,2026-09-05 19:55:00,2026-09-05 20:00:00,5,1028,1022,6,99.42,0.58,291,185,595,593,2
IMS-Core,ims-node-02,可信,,2026-09-05 19:55:00,2026-09-05 20:00:00,5,1130,1124,6,99.47,0.53,307,195,675,670,5
Access-GW,access-node-01,可信,,2026-09-05 19:55:00,2026-09-05 20:00:00,5,1118,1111,7,99.37,0.63,326,209,689,688,1
Access-GW,access-node-02,可信,,2026-09-05 19:55:00,2026-09-05 20:00:00,5,1143,1136,7,99.39,0.61,344,221,724,720,4
SBC,sbc-node-01,可信,,2026-09-05 19:55:00,2026-09-05 20:00:00,5,1266,1258,8,99.37,0.63,360,231,815,808,7
Media-FW,media-node-01,可信,,2026-09-05 19:55:00,2026-09-05 20:00:00,5,1354,1346,8,99.41,0.59,376,241,886,883,3
IMS-Core,ims-node-01,可信,,2026-09-05 20:00:00,2026-09-05 20:05:00,5,1044,1039,5,99.52,0.48,293,187,615,612,3
IMS-Core,ims-node-02,可信,,2026-09-05 20:00:00,2026-09-05 20:05:00,5,1148,1142,6,99.48,0.52,310,197,695,689,6
Access-GW,access-node-01,可信,,2026-09-05 20:00:00,2026-09-05 20:05:00,5,1133,1127,6,99.47,0.53,328,210,707,705,2
Access-GW,access-node-02,可信,,2026-09-05 20:00:00,2026-09-05 20:05:00,5,1156,1149,7,99.39,0.61,346,223,741,736,5
SBC,sbc-node-01,可信,,2026-09-05 20:00:00,2026-09-05 20:05:00,5,1281,1274,7,99.45,0.55,362,232,834,833,1
Media-FW,media-node-01,可信,,2026-09-05 20:00:00,2026-09-05 20:05:00,5,1369,1362,7,99.49,0.51,378,243,905,901,4
IMS-Core,ims-node-01,可信,,2026-09-05 20:05:00,2026-09-05 20:10:00,5,1050,1045,5,99.52,0.48,295,189,628,624,4
IMS-Core,ims-node-02,可信,,2026-09-05 20:05:00,2026-09-05 20:10:00,5,1155,1150,5,99.57,0.43,312,199,709,702,7
Access-GW,access-node-01,可信,,2026-09-05 20:05:00,2026-09-05 20:10:00,5,1137,1131,6,99.47,0.53,330,212,720,717,3
Access-GW,access-node-02,可信,,2026-09-05 20:05:00,2026-09-05 20:10:00,5,1159,1152,7,99.40,0.60,347,224,753,747,6
SBC,sbc-node-01,可信,,2026-09-05 20:05:00,2026-09-05 20:10:00,5,1285,1278,7,99.46,0.54,364,234,846,844,2
Media-FW,media-node-01,可信,,2026-09-05 20:05:00,2026-09-05 20:10:00,5,1375,1368,7,99.49,0.51,380,244,918,913,5
IMS-Core,ims-node-01,可信,,2026-09-05 20:10:00,2026-09-05 20:15:00,5,1045,1040,5,99.52,0.48,229,190,635,630,5
IMS-Core,ims-node-02,可信,,2026-09-05 20:10:00,2026-09-05 20:15:00,5,1151,1146,5,99.57,0.43,246,201,717,716,1
Access-GW,access-node-01,可信,,2026-09-05 20:10:00,2026-09-05 20:15:00,5,1130,1124,6,99.47,0.53,264,213,726,722,4
Access-GW,access-node-02,可信,,2026-09-05 20:10:00,2026-09-05 20:15:00,5,1151,1145,6,99.48,0.52,281,225,759,752,7
SBC,sbc-node-01,可信,,2026-09-05 20:10:00,2026-09-05 20:15:00,5,1279,1272,7,99.45,0.55,298,235,853,850,3
Media-FW,media-node-01,可信,,2026-09-05 20:10:00,2026-09-05 20:15:00,5,1369,1362,7,99.49,0.51,314,246,925,919,6
IMS-Core,ims-node-01,可信,,2026-09-05 20:15:00,2026-09-05 20:20:00,5,1028,1024,4,99.61,0.39,232,192,635,629,6
IMS-Core,ims-node-02,可信,,2026-09-05 20:15:00,2026-09-05 20:20:00,5,1135,1130,5,99.56,0.44,249,203,717,715,2
Access-GW,access-node-01,可信,,2026-09-05 20:15:00,2026-09-05 20:20:00,5,1113,1108,5,99.55,0.45,266,215,726,721,5
Access-GW,access-node-02,可信,,2026-09-05 20:15:00,2026-09-05 20:20:00,5,1132,1126,6,99.47,0.53,283,227,758,757,1
SBC,sbc-node-01,可信,,2026-09-05 20:15:00,2026-09-05 20:20:00,5,1262,1256,6,99.52,0.48,300,237,853,849,4
Media-FW,media-node-01,可信,,2026-09-05 20:15:00,2026-09-05 20:20:00,5,1352,1346,6,99.56,0.44,317,247,925,918,7
IMS-Core,ims-node-01,可信,,2026-09-05 20:20:00,2026-09-05 20:25:00,5,915,911,4,99.56,0.44,234,155,581,574,7
IMS-Core,ims-node-02,可信,,2026-09-05 20:20:00,2026-09-05 20:25:00,5,1023,1019,4,99.61,0.39,251,165,664,661,3
Access-GW,access-node-01,可信,,2026-09-05 20:20:00,2026-09-05 20:25:00,5,998,994,4,99.60,0.40,267,177,670,664,6
Access-GW,access-node-02,可信,,2026-09-05 20:20:00,2026-09-05 20:25:00,5,1016,1011,5,99.51,0.49,284,189,702,700,2
SBC,sbc-node-01,可信,,2026-09-05 20:20:00,2026-09-05 20:25:00,5,1147,1142,5,99.56,0.44,301,199,797,792,5
Media-FW,media-node-01,可信,,2026-09-05 20:20:00,2026-09-05 20:25:00,5,1238,1233,5,99.60,0.40,319,210,870,869,1
IMS-Core,ims-node-01,可信,,2026-09-05 20:25:00,2026-09-05 20:30:00,5,884,881,3,99.66,0.34,236,157,503,502,1
IMS-Core,ims-node-02,可信,,2026-09-05 20:25:00,2026-09-05 20:30:00,5,993,990,3,99.70,0.30,253,167,587,583,4
Access-GW,access-node-01,可信,,2026-09-05 20:25:00,2026-09-05 20:30:00,5,965,961,4,99.59,0.41,269,179,592,585,7
Access-GW,access-node-02,可信,,2026-09-05 20:25:00,2026-09-05 20:30:00,5,981,977,4,99.59,0.41,286,190,622,619,3
SBC,sbc-node-01,可信,,2026-09-05 20:25:00,2026-09-05 20:30:00,5,1114,1110,4,99.64,0.36,303,201,718,712,6
Media-FW,media-node-01,可信,,2026-09-05 20:25:00,2026-09-05 20:30:00,5,1206,1201,5,99.59,0.41,321,212,792,790,2
IMS-Core,ims-node-01,可信,,2026-09-05 20:30:00,2026-09-05 20:35:00,5,849,819,30,96.47,3.53,238,158,493,491,2
IMS-Core,ims-node-02,可信,,2026-09-05 20:30:00,2026-09-05 20:35:00,5,960,925,35,96.35,3.65,255,169,578,573,5
Access-GW,access-node-01,可信,,2026-09-05 20:30:00,2026-09-05 20:35:00,5,929,886,43,95.37,4.63,271,180,581,580,1
Access-GW,access-node-02,可信,,2026-09-05 20:30:00,2026-09-05 20:35:00,5,944,893,51,94.60,5.40,287,192,611,607,4
SBC,sbc-node-01,可信,,2026-09-05 20:30:00,2026-09-05 20:35:00,5,1079,1020,59,94.53,5.47,305,202,709,702,7
Media-FW,media-node-01,可信,,2026-09-05 20:30:00,2026-09-05 20:35:00,5,1172,1108,64,94.54,5.46,323,213,783,780,3
IMS-Core,ims-node-01,可信,,2026-09-05 20:35:00,2026-09-05 20:40:00,5,816,794,22,97.30,2.70,240,160,485,482,3
IMS-Core,ims-node-02,可信,,2026-09-05 20:35:00,2026-09-05 20:40:00,5,928,901,27,97.09,2.91,258,171,569,563,6
Access-GW,access-node-01,可信,,2026-09-05 20:35:00,2026-09-05 20:40:00,5,894,861,33,96.31,3.69,273,182,571,569,2
Access-GW,access-node-02,可信,,2026-09-05 20:35:00,2026-09-05 20:40:00,5,908,868,40,95.59,4.41,289,193,600,595,5
SBC,sbc-node-01,可信,,2026-09-05 20:35:00,2026-09-05 20:40:00,5,1045,997,48,95.41,4.59,307,204,699,698,1
Media-FW,media-node-01,可信,,2026-09-05 20:35:00,2026-09-05 20:40:00,5,1138,1085,53,95.34,4.66,325,215,773,769,4
IMS-Core,ims-node-01,可信,,2026-09-05 20:40:00,2026-09-05 20:45:00,5,788,765,23,97.08,2.92,242,162,479,475,4
IMS-Core,ims-node-02,可信,,2026-09-05 20:40:00,2026-09-05 20:45:00,5,901,873,28,96.89,3.11,260,173,564,557,7
Access-GW,access-node-01,可信,,2026-09-05 20:40:00,2026-09-05 20:45:00,5,865,831,34,96.07,3.93,275,183,565,562,3
Access-GW,access-node-02,可信,,2026-09-05 20:40:00,2026-09-05 20:45:00,5,877,836,41,95.32,4.68,290,194,592,586,6
SBC,sbc-node-01,可信,,2026-09-05 20:40:00,2026-09-05 20:45:00,5,1016,967,49,95.18,4.82,309,205,693,691,2
Media-FW,media-node-01,可信,,2026-09-05 20:40:00,2026-09-05 20:45:00,5,1110,1056,54,95.14,4.86,327,217,767,762,5
IMS-Core,ims-node-01,可信,,2026-09-05 20:45:00,2026-09-05 20:50:00,5,768,744,24,96.88,3.12,244,163,477,472,5
IMS-Core,ims-node-02,可信,,2026-09-05 20:45:00,2026-09-05 20:50:00,5,882,853,29,96.71,3.29,263,175,563,562,1
Access-GW,access-node-01,可信,,2026-09-05 20:45:00,2026-09-05 20:50:00,5,843,808,35,95.85,4.15,276,185,562,558,4
Access-GW,access-node-02,可信,,2026-09-05 20:45:00,2026-09-05 20:50:00,5,854,812,42,95.08,4.92,292,195,589,582,7
SBC,sbc-node-01,可信,,2026-09-05 20:45:00,2026-09-05 20:50:00,5,994,944,50,94.97,5.03,311,207,690,687,3
Media-FW,media-node-01,可信,,2026-09-05 20:45:00,2026-09-05 20:50:00,5,1089,1034,55,94.95,5.05,329,218,765,759,6
IMS-Core,ims-node-01,可信,,2026-09-05 20:50:00,2026-09-05 20:55:00,5,759,734,25,96.71,3.29,246,165,482,476,6
IMS-Core,ims-node-02,可信,,2026-09-05 20:50:00,2026-09-05 20:55:00,5,873,843,30,96.56,3.44,265,177,568,566,2
Access-GW,access-node-01,可信,,2026-09-05 20:50:00,2026-09-05 20:55:00,5,832,796,36,95.67,4.33,278,186,566,561,5
Access-GW,access-node-02,可信,,2026-09-05 20:50:00,2026-09-05 20:55:00,5,842,799,43,94.89,5.11,293,197,592,591,1
SBC,sbc-node-01,可信,,2026-09-05 20:50:00,2026-09-05 20:55:00,5,984,932,52,94.72,5.28,313,209,694,690,4
Media-FW,media-node-01,可信,,2026-09-05 20:50:00,2026-09-05 20:55:00,5,1079,1022,57,94.72,5.28,331,220,770,763,7
IMS-Core,ims-node-01,可信,,2026-09-05 20:55:00,2026-09-05 21:00:00,5,760,733,27,96.45,3.55,248,167,493,486,7
IMS-Core,ims-node-02,可信,,2026-09-05 20:55:00,2026-09-05 21:00:00,5,876,844,32,96.35,3.65,267,178,580,577,3
Access-GW,access-node-01,可信,,2026-09-05 20:55:00,2026-09-05 21:00:00,5,832,794,38,95.43,4.57,280,188,576,570,6
Access-GW,access-node-02,不可信,采样窗口部分回补,2026-09-05 20:55:00,2026-09-05 21:00:00,5,841,796,45,94.65,5.35,295,198,602,600,2
SBC,sbc-node-01,可信,,2026-09-05 20:55:00,2026-09-05 21:00:00,5,984,930,54,94.51,5.49,315,210,704,699,5
Media-FW,media-node-01,不可信,采样窗口部分回补,2026-09-05 20:55:00,2026-09-05 21:00:00,5,1080,1021,59,94.54,5.46,333,221,780,779,1
IMS-Core,ims-node-01,可信,,2026-09-05 21:00:00,2026-09-05 21:05:00,5,773,752,21,97.28,2.72,251,168,440,439,1
IMS-Core,ims-node-02,可信,,2026-09-05 21:00:00,2026-09-05 21:05:00,5,890,864,26,97.08,2.92,270,180,528,524,4
Access-GW,access-node-01,可信,,2026-09-05 21:00:00,2026-09-05 21:05:00,5,844,813,31,96.33,3.67,282,189,523,516,7
Access-GW,access-node-02,可信,,2026-09-05 21:00:00,2026-09-05 21:05:00,5,850,812,38,95.53,4.47,296,199,547,544,3
SBC,sbc-node-01,可信,,2026-09-05 21:00:00,2026-09-05 21:05:00,5,996,950,46,95.38,4.62,316,212,651,645,6
Media-FW,media-node-01,可信,,2026-09-05 21:00:00,2026-09-05 21:05:00,5,1093,1042,51,95.33,4.67,335,223,728,726,2
IMS-Core,ims-node-01,可信,,2026-09-05 21:05:00,2026-09-05 21:10:00,5,795,772,23,97.11,2.89,253,170,463,461,2
IMS-Core,ims-node-02,可信,,2026-09-05 21:05:00,2026-09-05 21:10:00,5,913,885,28,96.93,3.07,272,182,551,546,5
Access-GW,access-node-01,可信,,2026-09-05 21:05:00,2026-09-05 21:10:00,5,864,830,34,96.06,3.94,284,191,544,543,1
Access-GW,access-node-02,可信,,2026-09-05 21:05:00,2026-09-05 21:10:00,5,870,830,40,95.40,4.60,298,201,568,564,4
SBC,sbc-node-01,可信,,2026-09-05 21:05:00,2026-09-05 21:10:00,5,1017,968,49,95.18,4.82,318,213,673,666,7
Media-FW,media-node-01,可信,,2026-09-05 21:05:00,2026-09-05 21:10:00,5,1114,1060,54,95.15,4.85,337,225,749,746,3
IMS-Core,ims-node-01,可信,,2026-09-05 21:10:00,2026-09-05 21:15:00,5,824,819,5,99.39,0.61,255,172,489,486,3
IMS-Core,ims-node-02,可信,,2026-09-05 21:10:00,2026-09-05 21:15:00,5,943,938,5,99.47,0.53,274,184,578,572,6
Access-GW,access-node-01,可信,,2026-09-05 21:10:00,2026-09-05 21:15:00,5,892,887,5,99.44,0.56,286,192,570,568,2
Access-GW,access-node-02,可信,,2026-09-05 21:10:00,2026-09-05 21:15:00,5,896,890,6,99.33,0.67,299,202,593,588,5
SBC,sbc-node-01,可信,,2026-09-05 21:10:00,2026-09-05 21:15:00,5,1045,1038,7,99.33,0.67,320,215,699,698,1
Media-FW,media-node-01,可信,,2026-09-05 21:10:00,2026-09-05 21:15:00,5,1143,1136,7,99.39,0.61,339,226,776,772,4
IMS-Core,ims-node-01,可信,,2026-09-05 21:15:00,2026-09-05 21:20:00,5,768,764,4,99.48,0.52,257,174,467,463,4
IMS-Core,ims-node-02,可信,,2026-09-05 21:15:00,2026-09-05 21:20:00,5,888,883,5,99.44,0.56,277,186,557,550,7
Access-GW,access-node-01,可信,,2026-09-05 21:15:00,2026-09-05 21:20:00,5,834,829,5,99.40,0.60,287,194,547,544,3
Access-GW,access-node-02,可信,,2026-09-05 21:15:00,2026-09-05 21:20:00,5,837,832,5,99.40,0.60,301,203,570,564,6
SBC,sbc-node-01,可信,,2026-09-05 21:15:00,2026-09-05 21:20:00,5,988,982,6,99.39,0.61,322,216,677,675,2
Media-FW,media-node-01,可信,,2026-09-05 21:15:00,2026-09-05 21:20:00,5,1086,1080,6,99.45,0.55,341,228,754,749,5
IMS-Core,ims-node-01,可信,,2026-09-05 21:20:00,2026-09-05 21:25:00,5,799,795,4,99.50,0.50,259,175,495,490,5
IMS-Core,ims-node-02,可信,,2026-09-05 21:20:00,2026-09-05 21:25:00,5,920,915,5,99.46,0.54,279,188,585,584,1
Access-GW,access-node-01,可信,,2026-09-05 21:20:00,2026-09-05 21:25:00,5,864,859,5,99.42,0.58,289,195,574,570,4
Access-GW,access-node-02,可信,,2026-09-05 21:20:00,2026-09-05 21:25:00,5,865,859,6,99.31,0.69,303,205,596,589,7
SBC,sbc-node-01,可信,,2026-09-05 21:20:00,2026-09-05 21:25:00,5,1018,1012,6,99.41,0.59,324,218,704,701,3
Media-FW,media-node-01,可信,,2026-09-05 21:20:00,2026-09-05 21:25:00,5,1117,1111,6,99.46,0.54,343,230,781,775,6
IMS-Core,ims-node-01,可信,,2026-09-05 21:25:00,2026-09-05 21:30:00,5,826,822,4,99.52,0.48,261,138,520,514,6
IMS-Core,ims-node-02,可信,,2026-09-05 21:25:00,2026-09-05 21:30:00,5,948,943,5,99.47,0.53,281,151,611,609,2
Access-GW,access-node-01,可信,,2026-09-05 21:25:00,2026-09-05 21:30:00,5,889,884,5,99.44,0.56,291,158,598,593,5
Access-GW,access-node-02,可信,,2026-09-05 21:25:00,2026-09-05 21:30:00,5,889,883,6,99.33,0.67,304,167,619,618,1
SBC,sbc-node-01,可信,,2026-09-05 21:25:00,2026-09-05 21:30:00,5,1043,1037,6,99.42,0.58,326,180,728,724,4
Media-FW,media-node-01,可信,,2026-09-05 21:25:00,2026-09-05 21:30:00,5,1143,1137,6,99.48,0.52,345,192,806,799,7
IMS-Core,ims-node-01,可信,,2026-09-05 21:30:00,2026-09-05 21:35:00,5,845,841,4,99.53,0.47,264,140,541,534,7
IMS-Core,ims-node-02,可信,,2026-09-05 21:30:00,2026-09-05 21:35:00,5,968,963,5,99.48,0.52,284,153,632,629,3
Access-GW,access-node-01,可信,,2026-09-05 21:30:00,2026-09-05 21:35:00,5,907,902,5,99.45,0.55,293,159,618,612,6
Access-GW,access-node-02,可信,,2026-09-05 21:30:00,2026-09-05 21:35:00,5,906,901,5,99.45,0.55,306,168,639,637,2
SBC,sbc-node-01,可信,,2026-09-05 21:30:00,2026-09-05 21:35:00,5,1061,1055,6,99.43,0.57,328,182,748,743,5
Media-FW,media-node-01,可信,,2026-09-05 21:30:00,2026-09-05 21:35:00,5,1162,1156,6,99.48,0.52,347,194,827,826,1
IMS-Core,ims-node-01,可信,,2026-09-05 21:35:00,2026-09-05 21:40:00,5,854,850,4,99.53,0.47,198,142,486,485,1
IMS-Core,ims-node-02,可信,,2026-09-05 21:35:00,2026-09-05 21:40:00,5,978,974,4,99.59,0.41,218,154,578,574,4
Access-GW,access-node-01,可信,,2026-09-05 21:35:00,2026-09-05 21:40:00,5,915,910,5,99.45,0.55,227,161,563,556,7
Access-GW,access-node-02,可信,,2026-09-05 21:35:00,2026-09-05 21:40:00,5,912,907,5,99.45,0.55,240,170,582,579,3
SBC,sbc-node-01,可信,,2026-09-05 21:35:00,2026-09-05 21:40:00,5,1069,1063,6,99.44,0.56,262,184,693,687,6
Media-FW,media-node-01,可信,,2026-09-05 21:35:00,2026-09-05 21:40:00,5,1170,1164,6,99.49,0.51,281,196,771,769,2
IMS-Core,ims-node-01,可信,,2026-09-05 21:40:00,2026-09-05 21:45:00,5,852,848,4,99.53,0.47,200,143,495,493,2
IMS-Core,ims-node-02,可信,,2026-09-05 21:40:00,2026-09-05 21:45:00,5,977,973,4,99.59,0.41,221,156,587,582,5
Access-GW,access-node-01,可信,,2026-09-05 21:40:00,2026-09-05 21:45:00,5,911,907,4,99.56,0.44,229,162,571,570,1
Access-GW,access-node-02,可信,,2026-09-05 21:40:00,2026-09-05 21:45:00,5,907,902,5,99.45,0.55,241,171,589,585,4
SBC,sbc-node-01,可信,,2026-09-05 21:40:00,2026-09-05 21:45:00,5,1066,1061,5,99.53,0.47,264,185,701,694,7
Media-FW,media-node-01,可信,,2026-09-05 21:40:00,2026-09-05 21:45:00,5,1168,1163,5,99.57,0.43,283,197,780,777,3
IMS-Core,ims-node-01,可信,,2026-09-05 21:45:00,2026-09-05 21:50:00,5,838,834,4,99.52,0.48,202,145,497,494,3
IMS-Core,ims-node-02,可信,,2026-09-05 21:45:00,2026-09-05 21:50:00,5,965,961,4,99.59,0.41,223,158,591,585,6
Access-GW,access-node-01,可信,,2026-09-05 21:45:00,2026-09-05 21:50:00,5,897,893,4,99.55,0.45,231,164,573,571,2
Access-GW,access-node-02,可信,,2026-09-05 21:45:00,2026-09-05 21:50:00,5,892,888,4,99.55,0.45,243,172,591,586,5
SBC,sbc-node-01,可信,,2026-09-05 21:45:00,2026-09-05 21:50:00,5,1052,1047,5,99.52,0.48,266,187,703,702,1
Media-FW,media-node-01,可信,,2026-09-05 21:45:00,2026-09-05 21:50:00,5,1154,1149,5,99.57,0.43,286,199,782,778,4
IMS-Core,ims-node-01,可信,,2026-09-05 21:50:00,2026-09-05 21:55:00,5,816,813,3,99.63,0.37,204,147,495,491,4
IMS-Core,ims-node-02,可信,,2026-09-05 21:50:00,2026-09-05 21:55:00,5,943,940,3,99.68,0.32,226,160,588,581,7
Access-GW,access-node-01,可信,,2026-09-05 21:50:00,2026-09-05 21:55:00,5,873,869,4,99.54,0.46,233,166,569,566,3
Access-GW,access-node-02,可信,,2026-09-05 21:50:00,2026-09-05 21:55:00,5,866,862,4,99.54,0.46,245,174,586,580,6
SBC,sbc-node-01,可信,,2026-09-05 21:50:00,2026-09-05 21:55:00,5,1028,1024,4,99.61,0.39,268,188,699,697,2
Media-FW,media-node-01,可信,,2026-09-05 21:50:00,2026-09-05 21:55:00,5,1131,1127,4,99.65,0.35,288,201,779,774,5
IMS-Core,ims-node-01,可信,,2026-09-05 21:55:00,2026-09-05 22:00:00,5,787,784,3,99.62,0.38,207,149,488,483,5
IMS-Core,ims-node-02,可信,,2026-09-05 21:55:00,2026-09-05 22:00:00,5,915,912,3,99.67,0.33,228,162,582,581,1
Access-GW,access-node-01,可信,,2026-09-05 21:55:00,2026-09-05 22:00:00,5,842,839,3,99.64,0.36,235,167,561,557,4
Access-GW,access-node-02,可信,,2026-09-05 21:55:00,2026-09-05 22:00:00,5,835,831,4,99.52,0.48,246,175,578,571,7
SBC,sbc-node-01,可信,,2026-09-05 21:55:00,2026-09-05 22:00:00,5,998,994,4,99.60,0.40,270,190,692,689,3
Media-FW,media-node-01,可信,,2026-09-05 21:55:00,2026-09-05 22:00:00,5,1101,1097,4,99.64,0.36,290,202,772,766,6
IMS-Core,ims-node-01,可信,,2026-09-05 22:00:00,2026-09-05 22:05:00,5,754,751,3,99.60,0.40,209,150,479,473,6
IMS-Core,ims-node-02,可信,,2026-09-05 22:00:00,2026-09-05 22:05:00,5,883,879,4,99.55,0.45,231,164,574,572,2
Access-GW,access-node-01,可信,,2026-09-05 22:00:00,2026-09-05 22:05:00,5,808,804,4,99.50,0.50,237,169,552,547,5
Access-GW,access-node-02,可信,,2026-09-05 22:00:00,2026-09-05 22:05:00,5,799,795,4,99.50,0.50,248,176,568,567,1
SBC,sbc-node-01,可信,,2026-09-05 22:00:00,2026-09-05 22:05:00,5,964,960,4,99.59,0.41,272,192,683,679,4
Media-FW,media-node-01,可信,,2026-09-05 22:00:00,2026-09-05 22:05:00,5,1068,1063,5,99.53,0.47,292,204,763,756,7
IMS-Core,ims-node-01,可信,,2026-09-05 22:05:00,2026-09-05 22:10:00,5,722,719,3,99.58,0.42,211,152,471,464,7
IMS-Core,ims-node-02,可信,,2026-09-05 22:05:00,2026-09-05 22:10:00,5,852,848,4,99.53,0.47,233,166,566,563,3
Access-GW,access-node-01,可信,,2026-09-05 22:05:00,2026-09-05 22:10:00,5,775,771,4,99.48,0.52,239,170,543,537,6
Access-GW,access-node-02,可信,,2026-09-05 22:05:00,2026-09-05 22:10:00,5,765,761,4,99.48,0.52,250,178,559,557,2
SBC,sbc-node-01,可信,,2026-09-05 22:05:00,2026-09-05 22:10:00,5,931,926,5,99.46,0.54,274,193,674,669,5
Media-FW,media-node-01,可信,,2026-09-05 22:05:00,2026-09-05 22:10:00,5,1036,1031,5,99.52,0.48,294,206,755,754,1
IMS-Core,ims-node-01,可信,,2026-09-05 22:10:00,2026-09-05 22:15:00,5,606,603,3,99.50,0.50,214,154,345,344,1
IMS-Core,ims-node-02,可信,,2026-09-05 22:10:00,2026-09-05 22:15:00,5,737,734,3,99.59,0.41,236,168,441,437,4
Access-GW,access-node-01,可信,,2026-09-05 22:10:00,2026-09-05 22:15:00,5,657,654,3,99.54,0.46,241,172,416,409,7
Access-GW,access-node-02,可信,,2026-09-05 22:10:00,2026-09-05 22:15:00,5,646,642,4,99.38,0.62,252,179,431,428,3
SBC,sbc-node-01,可信,,2026-09-05 22:10:00,2026-09-05 22:15:00,5,814,810,4,99.51,0.49,277,195,547,541,6
Media-FW,media-node-01,可信,,2026-09-05 22:10:00,2026-09-05 22:15:00,5,919,914,5,99.46,0.54,297,208,628,626,2
IMS-Core,ims-node-01,可信,,2026-09-05 22:15:00,2026-09-05 22:20:00,5,585,582,3,99.49,0.51,216,156,343,341,2
IMS-Core,ims-node-02,可信,,2026-09-05 22:15:00,2026-09-05 22:20:00,5,718,715,3,99.58,0.42,238,170,440,435,5
Access-GW,access-node-01,可信,,2026-09-05 22:15:00,2026-09-05 22:20:00,5,636,632,4,99.37,0.63,243,174,414,413,1
Access-GW,access-node-02,可信,,2026-09-05 22:15:00,2026-09-05 22:20:00,5,624,620,4,99.36,0.64,253,181,428,424,4
SBC,sbc-node-01,可信,,2026-09-05 22:15:00,2026-09-05 22:20:00,5,793,789,4,99.50,0.50,279,197,546,539,7
Media-FW,media-node-01,可信,,2026-09-05 22:15:00,2026-09-05 22:20:00,5,899,894,5,99.44,0.56,299,209,627,624,3
IMS-Core,ims-node-01,可信,,2026-09-05 22:20:00,2026-09-05 22:25:00,5,575,572,3,99.48,0.52,218,158,347,344,3
IMS-Core,ims-node-02,可信,,2026-09-05 22:20:00,2026-09-05 22:25:00,5,708,704,4,99.44,0.56,241,172,444,438,6
Access-GW,access-node-01,可信,,2026-09-05 22:20:00,2026-09-05 22:25:00,5,624,620,4,99.36,0.64,245,175,417,415,2
Access-GW,access-node-02,可信,,2026-09-05 22:20:00,2026-09-05 22:25:00,5,611,607,4,99.35,0.65,255,182,431,426,5
SBC,sbc-node-01,可信,,2026-09-05 22:20:00,2026-09-05 22:25:00,5,782,777,5,99.36,0.64,281,198,549,548,1
Media-FW,media-node-01,可信,,2026-09-05 22:20:00,2026-09-05 22:25:00,5,888,883,5,99.44,0.56,301,211,631,627,4
IMS-Core,ims-node-01,可信,,2026-09-05 22:25:00,2026-09-05 22:30:00,5,576,573,3,99.48,0.52,221,159,358,354,4
IMS-Core,ims-node-02,可信,,2026-09-05 22:25:00,2026-09-05 22:30:00,5,710,706,4,99.44,0.56,243,174,455,448,7
Access-GW,access-node-01,可信,,2026-09-05 22:25:00,2026-09-05 22:30:00,5,624,620,4,99.36,0.64,247,177,427,424,3
Access-GW,access-node-02,可信,,2026-09-05 22:25:00,2026-09-05 22:30:00,5,610,606,4,99.34,0.66,257,184,440,434,6
SBC,sbc-node-01,可信,,2026-09-05 22:25:00,2026-09-05 22:30:00,5,782,777,5,99.36,0.64,283,200,559,557,2
Media-FW,media-node-01,可信,,2026-09-05 22:25:00,2026-09-05 22:30:00,5,889,884,5,99.44,0.56,303,213,641,636,5
